App,ratio_pos,ratio_neg,ratio_neut,total_reviews,Sentiment_Polarity,Sentiment_Subjectivity,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99
10 Best Foods for You,0.05434782608695652,0.05434782608695652,0.12790697674418605,194,0.4707328206587228,0.49545471424337373,31.018723278979714,47.979740411896664,-3.306090653863002,-22.099385761445586,-1.3054918168030203,-12.191885566029157,17.986619347063765,2.5466292457065567,-10.213569204192014,12.750876535694205,-4.9777920092068095,-5.762606034871974,-2.4812827217977493,-17.77310628407309,21.028210544587598,-12.828953782138937,-10.867296527247763,15.497427529571905,5.848613055501705,-18.470203289368524,-8.611347560104607,-11.67441265287478,4.407869874683916,-6.640896779591991,-1.40017604646497,-7.628864515436413,-5.6175364248557065,5.152663975499353,9.315904201023265,-15.000004668956374,-17.671809624498152,-0.9529128738965319,-14.503136648899694,-4.9782501847553835,12.075684059629307,-1.8921344279629082,-0.21630236332424718,11.994329705674657,4.759532958918279,5.627729559617179,3.205048116913056,-8.51287645287902,-9.149683490708224,9.439729164859223,1.312706239957288,6.284695431973554,-5.063587045306005,4.680217055268815,-2.3513437121179965,1.47532112233554,-2.8772035577064337,2.301923640899188,-8.897171325397835,-4.383040825284247,1.2421603242546568,5.314518498651041,-2.3386857876757863,0.4911966502800167,-2.268940436432612,11.440988781381124,-0.756067188039491,13.017832020144398,5.252674141227472,-1.738889697211517,6.129252468144423,-6.005405975395921,9.840153870535795,6.889264523602087,-0.43366000049493153,1.8209266205156138,8.560087920467193,4.30890525931308,1.2147751528413597,-4.575322433212497,4.756832023366306,-7.094040759770749,1.9941038087206004,0.0020060268540374408,5.125785116360213,0.6910703971814203,12.9317154961456,-2.121487038785339,0.9257776283915937,-3.2638619125939026,-3.2600506208310307,-1.3260202221941872,-5.9567758693161,8.66149150626441,-6.194038834319324,5.206384386846242,-3.4089987862319857,-2.719670515733562,7.582463388879699,8.777136545906835,-13.285419842466686,1.1229560440899202,4.503684982861697,5.546937413919791,-4.809369849471355,-1.2630190860464454
104 找工作 - 找工作 找打工 找兼職 履歷健檢 履歷診療室,0.02564102564102564,0.02564102564102564,0.25,40,0.39240456349206354,0.5455162698412698,3.721122882375262,8.743140696232857,-0.7531010006872224,-4.1435993384548215,1.0550241512281953,0.26622980294177395,1.9953379554624409,-1.1043585674347296,-1.280608597198029,0.6452703481401351,-1.0858186797840061,-1.2247298197996677,-1.3171069708688492,-2.156092944593204,3.111121152268823,-3.8785684144877486,-0.03381958506817634,2.30237464204654,2.720172348438254,-2.5421370408782353,-1.0080047514890613,-0.8317016282317771,0.08371093149082252,-5.022971527568013,1.6919667170017738,-1.3230990379976937,0.06319769174531481,0.7591974877885437,-0.7635017123847886,-1.9033308279799601,-2.7207763897649553,2.060828607321849,0.27611432398621055,1.528516292845561,-1.098110042973883,3.017729191884814,-0.23817118049580735,0.9693277838966099,1.4989396633161536,0.6985351019200662,-2.0376651199536564,-2.8599386133129063,-2.8203283861718074,-0.8714767998933903,0.8103813219671125,0.7939489853014023,-1.068298139287521,-1.8014770923310963,-0.29126615002527895,-3.7947109885818646,3.087652195356928,-1.022636487480863,-1.7586006032742083,0.6704581592639043,0.376012076512933,0.5898455066208006,0.016900712010369218,1.4299925749495777,3.5605530498282403,-2.2596191094621894,0.09431256051187589,-2.133027833435766,-1.4642193708056794,1.5623164456634115,0.10101014389895199,-0.1356093102444473,-0.7036587196246908,0.7756827616876862,-0.10636357562265104,0.8156417126121792,-2.718542456795856,0.34451464189670933,1.2691854949448529,2.055800528591879,-0.9705422764176856,-0.3720410494323837,0.2640242048767737,0.05177881958814282,-0.42251501696465443,0.04739175866934757,0.7300388704642938,0.37646606657978154,-0.620403081808405,0.4431317322520687,-1.0188833362367566,0.2677155044274072,1.0421665521023011,-1.4114399674658564,-1.685974475720535,-0.5246541516817786,-1.2707347596873635,0.509643415529457,0.20131754157215614,-1.6122077421045578,-0.38744732469051696,-0.5453917608960044,0.08682521556029286,0.9671299443197615,0.37473017865103664,0.9402900318437631
11st,0.21875,0.21875,0.3,39,0.18594278406778406,0.4553404465904467,5.039150604403841,8.758359453613533,-1.276902720309974,-0.6578618104428163,1.1790765817085893,0.5659110082608888,-2.1806048540875187,-0.49019668635405217,-0.7375052469436312,-1.1944603396989721,-1.3715978933937405,-0.01509517449005092,0.5820702502452793,-1.5873969494579454,0.06923135118063795,0.5165378776265629,-1.1688742226632327,1.3616504368482953,1.667252584492769,-0.3507678112292466,0.2148817429518664,-1.1701174768194669,0.6065917642107619,-0.5501186434184288,-0.5931798630481726,-0.5667049358740467,0.5358132200572221,-0.39592935420174347,-0.05047115272252181,-1.190100374392181,-1.3556983553970057,-0.4142965695861165,-0.9599245313388268,0.2800299231521707,0.266726513751229,-0.20561296639389853,0.9929120615337033,-0.151700601982106,1.7966761047223085,0.12210023560062172,-0.16436372870702018,0.11784505878982796,-0.6937300651474904,0.9022113891813657,2.2200188249254906,-0.3687400733215538,-1.2224777696009592,-0.13480014003954735,-0.8258316642611793,-1.4832340900993817,-0.3019404857156294,-0.689970237718785,-0.8252778897834571,0.9673106528683422,0.6939420324058622,0.4385780524378259,0.058222140337688175,-1.1367573874922368,0.28023869818834446,-0.749843504473899,0.14074433771888312,-0.4267908030343347,-0.24902678096187095,-0.3578246541947717,-0.08664718659055637,0.5760922765454073,-0.6090430510656223,-1.7524433414614664,0.20511397220627992,0.769452773521323,0.8516712065230723,-0.23769743472429308,0.5401895427226107,1.247106474964069,2.570347302784437,-0.5401505218140448,-1.1249104743028344,-0.33150259893201084,-0.4892224257894233,0.33233240328071956,-0.09833195203971387,1.8912602101241933,-0.05511936359811455,1.036986873087078,-0.3538324979019817,0.8895483107175547,-0.3076949831657556,0.2983207956333528,-1.2898933661141616,1.2766818880796396,-0.2790123908508104,-0.29271671336641214,-0.6703295017045614,0.7104275069137358,0.2474922676362558,-0.06498875546886579,-0.05495662759159825,0.04328646160261121,-1.039450140863153,0.8234539647404893
1800 Contacts - Lens Store,0.08108108108108109,0.08108108108108109,0.14285714285714285,80,0.31814477362914867,0.5910984848484849,12.938706576431958,24.381075775361136,-1.4159651859262836,-5.783933710121531,4.534843750104551,-1.4793664487728595,7.137282112718398,0.9972135824920053,4.636467200221018,5.397324696099788,-5.114908285222269,-7.92406026085929,2.242625160046151,-7.038228866839322,-1.7151067269901372,-8.339830867868345,5.033420545743845,-3.277147067520854,0.9514903302083986,-4.95285591112829,0.843088521349767,-4.420300496663276,-1.7458908926492873,-16.14306115854185,7.598704549834989,5.515353486828039,5.401590662956341,0.4749535421690009,-2.197526036941666,0.790411259032356,-0.9179559527750569,10.962824000337651,16.89608464582861,3.4058102564157817,-15.120384727419042,11.829721592391985,-5.354100727444257,8.70431447336689,5.0160489300657956,-0.23434523927912404,-7.7020600135731785,-5.096083893070836,-2.681142364395718,-13.396573110784159,3.1769369319425445,11.69426707253549,-7.621256153519044,-17.878542123823603,-0.17708209258944657,-13.675035004563409,5.924218953720484,-3.4300857505173026,-3.568127598886231,5.177397501275966,-1.2932355054944855,4.698766316669564,1.3000161248428899,8.788959877618844,4.172974972787425,-13.099261747203641,4.445541205086711,-7.253275593357386,-1.7112199695241663,5.52514969277388,6.3774323083280535,-6.5323729728489806,-6.112798685967215,4.2609190953697516,-3.0650404006006973,8.888582763852856,-10.411946267604998,-1.6241244660097252,2.637191349404892,3.500253229942396,-5.871437086267608,-1.1428275477176546,2.882898905737679,7.602585857697299,1.645775420018198,0.6258355996912797,8.77408308749343,1.8922900492565415,-0.8549366488327002,-5.909631399806605,-3.0014596550358172,-4.398430724533905,3.859467810675951,-1.1004496763602858,-9.367732181070666,-6.082796497975258,1.5948954809423805,2.23255050975042,-2.7411944558807813,-0.9943130906346833,-1.594103880642308,0.08126976578715661,1.5614103505872359,-0.8039890554476833,-3.615361217559459,-0.01004803987432537
1LINE – One Line with One Touch,0.26666666666666666,0.26666666666666666,0.08571428571428572,38,0.19629029961266795,0.5573153053087264,14.05513502650698,-3.068119998890972,0.3626802696389027,-1.9301165221965362,-0.6994404221557713,0.5536552210914486,1.7409221185442927,1.272879706962372,-0.061528283759628384,1.1760325820208728,0.023367740652541023,-1.5238293166592778,-1.2753607806261884,-1.7757788141459538,-0.13555025599995782,-0.23739713957611291,0.16230701360227276,0.6498411602047327,-0.15591105544354986,-1.0404878762906165,-0.5030923893326105,-0.49485253487293107,-0.6903194297864435,-0.060514691397003245,-0.3683715512136507,-1.3209418723353759,-0.7113100636634073,-0.2425385465682594,0.5543702888237957,-0.35140456951489013,-1.5300284250740597,0.2438230043349276,-0.31864219265026594,-0.3307744073848767,0.8235053222461207,-0.5454282049802376,0.16172276799682508,0.7833180182410104,0.3226666122247039,-0.4811059050727803,-0.26002588075040484,-0.4795286072707651,-1.1727094787730745,0.2653650624589226,0.3372656643711888,0.48616642040906516,0.3576330695253586,-0.49144415747810355,-0.47119799360947556,-0.06262560645643765,-0.07212581768968322,-0.6940660127212308,0.6563022189164196,0.5152229363621599,0.6472793964787811,0.31983834184487664,-0.48275647850484993,0.32242564069978175,-0.13279423542858113,0.8843111618506838,0.7500062273939918,0.3767748628758045,-0.27711281514788133,0.5284610003301066,-0.43515698104795814,0.9993963453883906,1.2470625851124661,-0.5170865628857361,-0.5411195443728134,0.41774010271445317,-0.07161195388793282,0.5350834305689547,-0.03131612449698889,0.5213383686201062,0.3606247036191702,0.0943342581761518,0.41132566348140653,-0.08358225316160482,0.6661274037201085,-0.20076535608584764,-0.31041675603722674,0.34934906560005724,0.06754290099278673,0.2660073271686897,0.05783095441092759,0.22195657454373383,0.40613344071634166,-0.1214518103323626,-0.1629723740849658,0.22244777637958457,-0.19086550441339586,0.5815956277796819,0.05724995740788081,-0.7399970961513548,0.34991450130794954,-0.5431583273580384,-0.441419476924375,0.06013037885276625,-0.07342348872188353,0.6294415637497266
2018Emoji Keyboard 😂 Emoticons Lite -sticker&gif,0.03225806451612903,0.03225806451612903,0.23076923076923078,32,0.44956597222222217,0.5205729166666667,4.235730081743736,6.389788901317246,-1.12006228736512,-1.7577851787032688,-0.27671240238675626,-0.7558917781837097,-0.12012930035152387,0.4656926871491151,-1.1232310987354424,0.5964234446944383,-1.4692377125028253,-0.6525725541588442,-1.100121055179693,-1.7048671502094441,2.6088776694627382,-0.9590997806546958,-2.186233938844555,0.3848440037088524,0.34149419467039915,-2.1341759476926994,-0.6677771512052616,-1.7343516792815414,1.5488593881584525,1.2542622453792085,-1.2922009331958875,-2.746276243839098,-1.8882966217737873,0.23790413607334723,0.8622027868233524,-3.30687388743792,2.2468136369184504,2.4990917421058643,-1.117850862818901,-0.2499064696014103,0.21317299232344256,-0.2793819750632457,0.6410439164820845,2.389034453416044,1.4194883963054032,0.6981761189462619,0.7901164151025032,-0.11246648999288018,-0.003975888762038145,0.06575029590492838,1.3330071566868626,-1.7027894287545302,-0.760612238462884,0.22282533870588064,-0.9342556890675598,-0.5528313871728203,0.3692877713726087,-0.17455464081583533,-0.35534287389812735,0.2119848500092504,-0.9567042118270963,0.12051496037731023,0.427789653948674,0.20297284350711053,0.5293232896225293,0.2212200773121777,-0.019012127254764023,0.44942207108125354,-1.1884782592156307,-0.8269320618370428,-0.2900220956489542,-0.476929572328643,0.5907882083264908,0.24594000798842666,0.03420947602696184,0.18958963887458233,-0.7146912286244874,-0.978028877445371,-0.539801401098375,0.07557655121798112,0.24431729263507024,0.3896117083530787,-0.41639721931025264,0.09503495545215136,0.8725232044205838,-0.18179329900686292,0.09479090467804313,0.625030584633014,-0.5959344200233642,-0.0630607957124405,0.15062985249584288,-0.581303748337242,-0.8052278627256041,0.5043503204221818,0.42103957517814705,0.898417479290106,0.7617652413204429,-0.4033044155354524,-0.06272434860188303,0.5026183506735244,0.19294985970422285,-0.13690430128104852,0.46351580438059514,0.5933002316893793,-0.3721986584644987,0.14170735044991284
21-Day Meditation Experience,0.14285714285714285,0.14285714285714285,0.02564102564102564,80,0.2580136784511785,0.5510479902042402,31.466057541189155,44.9554739132784,-7.781923019760038,1.859159958318217,3.049329615942205,-8.384158466829788,4.791934795002548,5.086862672796939,3.8282074630379745,2.6669550367121544,-5.560687462060954,-9.008830992632735,3.351876421503736,-13.618214470244364,-14.344702114390222,2.101960373484496,1.2970874572962487,-2.373812032137098,7.47026876090445,8.718367087925367,-3.0645456621088014,6.908133516414543,3.7025036015441843,4.891535080799207,6.0182584430496435,3.724286938578015,18.235414029064405,1.3699354009806635,2.376296804752756,-2.659422644685619,-5.344974409839387,8.355600512255442,-6.118227307067571,-3.0228992104725503,-15.45250555732018,-3.995080735740464,-9.22265777332448,23.66616075054339,6.1490595268500945,-3.940003342288724,-7.473637555530285,15.473783105412258,-5.1796313441213915,6.370060065046938,-6.963854711133252,0.8134043962541962,10.925621282279216,2.6572770386385667,-2.0216938510896525,26.309343445343423,1.2282307674350292,40.07010030435923,-3.928741054222349,30.891313476791407,7.660785145605326,23.711304500630117,12.602733903576743,11.979261582624687,23.241032468658986,-8.754954226112627,1.584857685867477,-1.9513040618900077,12.027873417912351,3.3158492474783414,-10.84660718577721,1.293946252867215,1.8853687904536787,-10.282258105762995,-1.0869648860978764,0.6363293115372363,-3.602262433496054,10.053428961667823,-3.627014838658998,4.1667838123353915,-0.4815308184587715,-1.913616412134429,3.7917397650123625,-6.264258720041902,6.03588135221617,6.319160941579997,4.415588444089637,-2.8990416758829642,0.5796025791976018,5.807343658254308,0.9366814619478069,2.39155275650763,-2.955675302748474,-3.8825894592251657,1.868990830883323,-1.1173647803833857,6.145452290543564,3.746558866849717,-3.6355117167811577,2.622979060099644,0.3898994728757069,-0.3061088857294533,-4.962771775117515,-2.0652190194329467,0.9280667060458774,-3.2482078825891953
"2Date Dating App, Love and matching",0.22580645161290322,0.22580645161290322,0.15151515151515152,38,0.28026717026523523,0.5583907406662825,8.108048068432025,14.245327964219335,-2.7566642210166368,-2.1918918593319314,0.6510288601271027,-0.4634537677439592,-0.944606358446377,-1.4589289148478317,-1.3735958872363612,5.5765286781176835,-4.168008491165581,-2.063254627068677,2.9006802605441546,-3.929014913751142,6.445484418523134,0.31406965047002955,-5.958342801016065,-1.5492972222769659,-0.2206706435533352,2.952636065281369,-1.5251014097500022,3.01577707410061,-1.9809347274910063,-4.5396766865697264,-0.18692153763299785,-2.286507260685758,-4.0739373668148735,1.2594202395736385,-0.47025410101259224,-2.2341290188005725,-3.261585806891963,0.33142133266034374,-0.8432566046951694,1.211972024465051,1.0196217122281293,2.7584915532064227,-1.0038016455469547,-0.9521666128113888,0.16500396764312042,-3.4243850736301478,-3.2858410516423975,-2.5612874491799107,-2.9231007155142,2.980896541444615,4.8882809041237865,2.4987255953297884,-0.48993435045735184,-2.8907062369554564,0.029592149842438076,-1.8422408213545636,0.7131078866051893,-0.8763794453062258,-1.036480491428621,0.44711678906934615,3.4789973401223473,1.432631858468304,-1.3225439313431078,-2.0239539600888667,0.5798285983825118,-1.9960754190328238,1.331096438964807,-0.6598199135727543,-0.16628664280984112,-0.34144990793737884,-0.9332400950403038,2.423146608388742,-0.8085740420280781,-2.196697040490346,1.563783147361874,0.29248038382868724,-1.5911866829313897,0.5991044458777431,2.153754616878095,2.928712317541623,2.3436578814203135,-2.0717587264017654,2.1363766774661674,-0.7654928352901845,0.7446824166052707,-1.7794982848268124,-0.06476844209318924,1.6937848021399,-0.12407369116748744,1.6544573625641594,-2.9074965586379795,0.15307482546873724,-0.7071798236117354,-0.3994192849741192,-1.0279533947057076,-0.10849330589093731,-2.6513931731643763,1.342255962182818,-1.7349414790615347,-2.362826397703545,-0.393686899596469,-1.6074731148755683,-2.6027217818163826,0.3863771937179539,-1.722461987660898,3.6279504128412308
2GIS: directory & navigator,0.17647058823529413,0.17647058823529413,0.3793103448275862,40,0.22312904265873018,0.3966579365079365,6.136859788969868,9.807724039936824,-1.524741693197534,-1.1478360553433644,0.13649311750277984,-0.8273753530696064,-0.9003786080104226,0.36595011734905547,-1.019994180650498,-0.8249692344461468,-2.633199974642814,0.4930223157397168,-0.39593296642907305,-0.3888383698140832,1.061329161201746,-1.6442040369485738,-1.6297050882395026,-0.28214042328255445,-0.3555756414693076,-1.3205050515594259,-0.699521855025296,-1.8804292329675654,0.10158709090005544,-1.9013316536888447,0.12538499035283535,-0.6731161741782974,-1.4734889151052788,0.11112559028947072,0.4875362511340886,-1.2792674393948227,-0.3138059298036595,-0.06558043240879113,0.0036290722163790368,0.9319374800441661,1.1000994917905371,-1.043016380751087,-0.9528778162236601,-0.4025920516565069,-1.8170442220150513,0.9620921639544091,-0.7023441141245602,-1.1772108701197634,-0.596357729076132,0.8423617004402167,0.6103233269576865,-0.632951280523875,0.3248410356141265,0.7149987644687271,-0.8744468663334986,0.130820406992387,-0.48979316499291436,1.0774743614322566,-1.8768922288840815,-0.4356428863845715,-0.08676111615282092,-0.8059577578591166,-0.7291375816291406,-1.529078021399915,0.6681930949868474,-1.2892536117260416,-0.15900536861677836,0.3786128921201203,0.6720833297043198,-1.1735219823076393,1.0857879887668864,-0.8114470350028739,0.07054255211548194,-0.3730589786623009,0.4146578882497405,-1.0133764407644004,-0.3068725005746804,-1.9192967857471561,1.6009558398513495,0.05381800736821868,1.2258568877837532,0.5616264257783891,-2.6560357886914354,-0.476362569835035,-0.7616409472188642,1.8040362194689343,0.16889790602721116,-2.0097854945935634,-0.6504074046573904,-1.452087416173084,-0.43427695675508876,-0.3714190049057938,-1.8239795644065748,-1.2308201865269786,0.23118795025618166,-1.8215588402698735,1.406942595777555,0.9091345039118144,-1.086639790626589,-0.4545080274161984,-0.6558011623353701,-0.8363261894973499,0.7202793102114768,-0.6682869297968803,0.07614791835455853,-0.28767947681544587
2RedBeans,0.05405405405405406,0.05405405405405406,0.18181818181818182,39,0.41219917902610204,0.5978684477915247,5.240005877355572,7.701877400039135,-0.9778261156119412,-2.665879609032004,0.3618889265244404,0.09153127902062419,0.12810771316756261,-1.1403711202258227,-2.20619820974889,3.4005717279627774,-1.3653676925687122,-0.488634019000989,-0.3092781752110604,-2.1610701917476147,4.003485169727007,-0.2320698658042622,-3.7518797261631387,0.542458401138429,0.8353046220238517,-0.3104924988659067,-1.5822210945504709,-0.9818479964127729,0.2938390364129421,-1.4209309627525455,-0.35793363531654215,-0.7786031030474728,-0.37810233596153997,-0.15257039648177678,0.9988067641938367,-2.57248064270098,-1.7682789400146433,0.02520122216574103,-2.2833846070168864,0.9033012343484945,1.7494954748387428,0.08635103921727451,0.5682303014720496,-0.10438674326452313,0.9907460198257182,0.542718887184003,-1.065026094621438,-1.174554616956921,-0.7526311965214006,1.1857286243006329,0.8194390906107057,1.2810773505111315,-0.030656484617485245,0.37492204443877974,-0.07932089623113288,-0.3674303614630846,0.009593253096295131,-1.1117622162657514,-0.053439407385784884,-0.09451869929628968,0.6807317240914639,0.9073118534128625,-0.28577498682600516,-0.9670468635508022,-0.09977249701968847,0.6548641789975109,0.936473789894062,0.1901703642344992,0.6740018083940157,0.3007529984801362,-1.1198231402118362,0.8563507266069827,0.27077820986768397,-0.40678275043284007,0.5338065850359749,0.46802526936148797,-0.15245662706860474,0.7366987740446204,0.4727935528048649,1.1304557328914742,0.13076866147711202,-0.5957646409716878,-0.3004544895202839,-0.4398926757312794,0.1297701543552897,-1.4757022823701467,-0.9787056929083678,0.6079138047580401,-0.061053987009099586,0.8785041184689389,0.2752997030441028,-0.0779699876544612,-0.33651676698707744,-0.8374876699537633,0.23274596021015825,0.1593272691988256,0.24359982691394053,0.36306809236591947,-1.2274164768415847,-1.5295604152724158,-0.07074400089527838,-0.8369061873151808,-0.04092028492721292,0.7689733289864479,-1.0048515004258982,1.1394084902493347
